"model","price","year","mileage"
"Chevrolet: Impala 4dr Sedan LTZ w/2LZ","41,410.00","2016","0"
"Chevrolet: Corvette","41,100.00","1962","25,900"
"Jaguar: XJ Base Sedan 4-Door","43,900.00","2013","9,869"
"Ford: Flex 4dr Limited AWD","18,588.00","2010","67,732"
"Honda: Civic EX Coupe 2-Door","6,900.00","2007","113,360"
"Lamborghini: Gallardo Coupe 2-Door","129,995.00","2007","20,912"
"New listing Ford: F-100 Street Rod","7,800.00","1952","0"
"Chevrolet: Corvette Convertible","29,500.00","1968","37,500"
"Mercedes-Benz: SL-Class Convertible, 2 -Tops, Air, Super Clean!","40,100.00","1970","37,580"
"Ford: E-Series Van Base Cutaway Van 2-Door","28,770.00","2011","68,719"
"Chevrolet: Camaro RS 1969","9,100.00","1969","99,555"
"New listing Porsche: Boxster Base Convertible 2-Door","40,800.00","2013","12,400"
"BMW: M6 Base Coupe 2-Door","34,950.00","2009","57,642"
"New listing Chevrolet: Chevelle Malibu 2 door","5,000.00","1972","100,000"
"Chevrolet: Camaro 2dr Coupe SS w/1SS","1,000.00","2016","0"
"BMW: M5 4 door","7,500.00","2002","154,004"
"Ford: F-250 XL","15,994.00","2006","84,493"
"Ford: Mustang","22,999.99","2015","15,150"
"Jaguar: XK Base Convertible 2-Door","25,900.00","2007","33,000"
"Ford: Ranger","732.00","1997","106,000"
"Maserati: Gran Turismo Base Coupe 2-Door","49,995.00","2009","24,251"
"Lexus: ES Base Sedan 4-Door","6,100.06","2003","54,138"
"Porsche: Turbo Coupe 3.6L","50,300.00","1994","15,402"
"Chevrolet: Other DELUXE COUPE - RESTORED - 33K MI","18,000.00","1952","33,000"
"Ford: Mustang Super Snake","31,275.00","2012","3,220"
"Porsche: 911 Carrera Coupe 2-Door","30,100.00","2009","39,972"
"Chevrolet: Camaro Convertible","18,100.00","2002","534"
"Ford: Mustang LX","684.00","1990","116,976"
" Ford: Woody Station Wagon ","25,000.00","1946","100,000"
"New listing Ford: Crown Victoria Police Interceptor Sedan 4-Door","200.00","2005","143,028"
"New listing Audi: A8 Base Sedan 4-Door","1,000.00","2013","15,786"
"Ford: Model 68 Convertible","45,098.11","1936","24,053"
"Bentley: Mulsanne Base Sedan 4-Door","155,955.00","2011","9,486"
"Chevrolet: Camaro IROC Z28","5,701.00","1988","92,059"
"New listing Cadillac: ATS Base Sedan 4-Door","23,995.00","2013","23,334"
"BMW: 3-Series 340i","59,895.00","2016","0"
"Porsche: 911 Carrera 4S Cabriolet","82,995.00","2013","26,597"
"Saab: 9-3 Aero Convertible 2-Door","5,500.00","2005","95,550"
"Ford: Other Pickups NA","1,224.00","1952","63,035"
"Chevrolet: C-10","2,075.00","1981","85,000"
" Ford: Mustang GT/CS 5.0L 6-SPEED SHAKER LEATHER ","26,980.00","2011","28,805"
"Dodge: Charger SE Sedan 4-Door","380.00","2008","93,431"
" Ford: Mustang GT500 ","64,995.00","2014","632"
"Chevrolet: Corvette Coupe","5,000.00","1987","102,000"
"BMW: 1-Series 2 door convertible","22,500.00","2011","30,421"
"Chevrolet: Corvette Z06 w/2LZ","45,900.00","2009","18,650"
"Toyota: FJ Cruiser Base Sport Utility 4-Door","18,699.00","2008","82,000"
"Chevrolet: Camaro 2dr Coupe Z28","5,600.00","1993","2,348"
"Jeep: Wagoneer Base Sport Utility 4-Door","30,000.00","1987","324"
"Plymouth: Volare Base Wagon 4-Door","3,000.00","1978","141,439"
" Ford: F-250 F-250 Lariat ","84,649.00","2016","15"
"Porsche: 911 2-Door","27,750.00","2002","60,500"
"Chevrolet: Malibu 4dr Sedan LT w/2LT","30,775.00","2016","0"
"BMW: M4 F82","66,999.00","2015","12,954"
"Ford: Mustang Coupe","8,000.00","1964","80,000"
"Fisker: Karma EcoChic Sedan 4-Door","45,900.00","2012","8,850"
"Mercedes-Benz: SLS AMG 2dr Coupe SLS AMG","169,985.00","2012","15,993"
"New listing Toyota: Other SR5","7,500.00","1986","84,681"
" Ford: F-150 XLT SUPERCREW 4X4 LIFT 35"" TIRES ","20,980.00","2007","81,175"
"Ford: F-250 Crew Cab 156"" Lariat","14,900.00","2003","97,000"
"New listing Ferrari: California Base Convertible 2-Door","129,995.00","2010","12,052"
"Chevrolet: Camaro Convertible","18,100.00","1967","28,816"
"Saturn: S-Series Base Sedan 4-Door","975.00","1999","224,134"
"Ford: F-250 King Ranch","59,777.00","2015","27"
"Toyota: FJ Cruiser Base Sport Utility 4-Door","25,000.00","2013","18,724"
"Mercedes-Benz: CLS-Class Base Sedan 4-Door","27,000.00","2009","96,000"
" Bentley: Continental GT Flying Spur Speed Sedan 4-Door ","103,900.00","2012","14,030"
"Toyota: 4Runner SR5","500.00","2002","164,111"
" Ford: Falcon Futura ","9,500.00","1964","67,464"
"Chevrolet: Other Pickups 3100","55,900.00","1953","3,905"
"Porsche: 911 2dr Coupe","189,800.00","2008","25,850"
"Mitsubishi: 3000GT Base Coupe 2-Door","10,950.00","1995","63,142"
"Ford: Mustang GT","10,000.00","2005","30,700"
" Ford: Five Window Coupe Deluxe ","33,500.00","1936","91,409"
"Ford: Other Pickups Pickup","44,900.00","1951","1,604"
"Ford: Mustang GT","6,300.00","2005","17,200"
"Chevrolet: Nomad","25,119.56","1956","9,566"
" Toyota: FJ Cruiser Base Sport Utility 4-Door ","32,976.00","2012","36,677"
"Bentley: Continental Flying Spur Flying Spur Sedan 4-Door","47,888.00","2006","66,064"
"Bentley: Continental GT GT V8 Coupe 2-Door","129,888.00","2013","8,797"
"BMW: 3-Series","6,500.00","2002","106,300"
"Chevrolet: Chevelle COUPE","14,000.00","1968","36,529"
"Ford: F-250 FORD SIX DOOR EXCURSION LIMITED CUSTOM DIESEL 4x4","39,950.00","2004","109,000"
"Audi: Allroad Base Wagon 4-Door","5,999.00","2005","139,540"
"Plymouth: Prowler Base Convertible 2-Door","36,000.00","1999","600"
"Rolls-Royce: Other Base Sedan 4-Door","154,995.00","2012","24,508"
"Chevrolet: Chevelle Super Sport","3,950.00","1968","0"
"Ford: F-150 Off Road","6,500.00","1996","118,660"
"New listing Ford: F-150 XL","4,499.99","2002","97,948"
"Ford: Excursion Limited Sport Utility 4-Door","23,300.00","2002","54,943"
"Ford: F-250 King Ranch","42,600.00","2015","18,024"
" Cadillac: CTS V Sedan 4-Door ","16,495.00","2004","99,634"
"Lexus: LS Base Sedan 4-Door","4,550.00","2005","162,817"
"Chevrolet: El Camino SS","3,550.00","1972","123,456"
"Ford: Ranger 2DR PICKUP","11,900.00","2007","33,273"
"Toyota: Tacoma V6 Pickup Truck 4-Door Automatic 5-Speed V6 4.0L","6,300.00","2013","23,816"
"Cadillac: Escalade Luxury Sport Utility 4-Door","43,099.99","2015","10,446"
"Chevrolet: Camaro 2dr Coupe SS w/2SS","1,000.00","2016","0"
" Toyota: 4Runner Trail ","31,500.00","2013","45,000"
"Honda: S2000 Base Convertible 2-Door","25,000.00","2007","53,560"
"Porsche: Boxster Roadster Convertible 2-Door","2,500.00","2001","70,118"
"Chevrolet: Camaro IROC Z28","5,701.00","1988","92,059"
"Mercedes-Benz: CLA-Class 4dr Coupe CLA250","35,197.00","2015","2,877"
"Chevrolet: Tahoe LT","3,500.00","1997","145,000"
"Chevrolet: Corvette Z51 Targa 2-Door","67,988.00","2016","5"
" Ford: Mustang ROUSH 427R ","32,500.00","2010","7,583"
"Ford: Mustang","7,866.00","1966","0"
"Ford: Mustang GT","4,550.00","1996","102,000"
" Ford: Mustang GT 5.0 6-SPEED HID LIGHTS 19'S ","24,480.00","2014","4,289"
"Ford: F-250 Lariat","56,562.00","2015","9"
"Chevrolet: Corvette STINGRAY","32,877.00","1965","39,286"
"Mercedes-Benz: E-Class 4dr Sdn 3.2L","7,995.00","2003","68,340"
"Chevrolet: Corvette","6,499.00","1987","156,000"
"Ford: F-250 XLT","16,990.00","2008","143,223"
"Chevrolet: 1952 Chevy Styleline Deluxe 2-Door Sedan Deluxe","17,000.00","1952","64,000"
"Subaru: SVX LSi Coupe 2-Door","9,900.00","1994","140,000"
"Chevrolet: Corvette standard","5,200.00","1991"," "
"Lamborghini: Huracan 2dr Coupe LP 610-4","228,769.00","2015","3,553"
"Chevrolet: Corvette Stingray","51,499.00","2014","8,100"
"Mitsubishi: Eclipse GS Coupe 2-Door","2,000.00","2007","77,000"
"Chevrolet: Corvette CORVETTE","10,000.00","1974","66,934"
"Chevrolet: Corvette - Lingenfelter Twin Turbo","23,000.00","1999","127,200"
"Ford: Mustang glx","2,080.00","1983","19,500"
"Chevrolet: Corvette","18,000.00","1969","1,000,000,000"
"Mercedes-Benz: 500-Series 2 Door Convertible","5,850.00","1937","10,975"
"Chevrolet: Suburban California Original","5,100.00","1999","107,340"
"Chevrolet: C-10 c10","18,000.00","1966","100"
"Chevrolet: Corvette","11,500.00","1998","75,308"
" Ford: F-150 KING RANCH 4X4 ECOBOOST SUNROOF NAV 20'S ","1.00","2013","40,700"
"Ford: Mustang Mustang Coupe","16,000.00","1965","180,000"
"New listing Bentley: Continental GT 2dr Coupe","118,800.00","2013","15,458"
" Chevrolet: Corvette 427 ","57,995.00","2013","7,048"
"Plymouth: Volare Base Wagon 4-Door","3,000.00","1978","141,439"
"Chevrolet: Volt 4DR SEDAN","17,900.00","2013","29,760"
" Nissan: Murano CrossCabriolet Convertible 2-Door ","25,981.00","2011","35,507"
"Chevrolet: Corvette","8,105.00","1973","60,000"
"Chevrolet: Trailblazer LS Sport Utility 4-Door","3,000.00","2004","162,000"
"Audi: S6 Avant Wagon 4-Door","6,195.00","2002","136,200"
"Hummer: H2 Luxury Sport Utility 4-Door","24,980.00","2007","126,518"
"New listing  Toyota: Supra Twin Turbo Hatchback 2-Door ","49,999.00","1998","67,399"
"Chevrolet: Corvette 2LT","53,900.00","2014","3,973"
"Mercedes-Benz: CLA-Class 4dr Coupe CLA250","36,585.00","2016","0"
"Pontiac: Bonneville Brougham Coupe 2-Door","1,500.00","1979","140,391"
"Ford: Mustang ROUSH STAGE 3","68,874.00","2015","12"
"Ford: Mustang Boss 302","59,500.00","1970","28,350"
"Buick: Regal Grand National Coupe 2-Door","11,900.00","1987","148,800"
"MG: MGB base convertible 2-door","6,000.00","1973","10,000"
" Chevrolet: Tahoe LTZ Sport Utility 4-Door ","47,000.00","2013","37,000"
"Ford: Mustang Roush Supercharged","48,900.00","2015","9,100"
"Ford : Thunderbird 2 DOOR","21,500.00","2002","47,000"
"Porsche: 911 2dr Coupe Carrera 4S","79,650.00","2013","22,626"
"New listing Chevrolet: Other 4400","1,000.00","1955","89,645"
"Fisker: Karma EcoChic Sedan 4-Door","45,900.00","2012","8,850"
"Ford: F-350 4 DOOR CREW CAB","15,999.00","2000","72,248"
"Ford: Ranger 2DR PICKUP","11,900.00","2007","33,273"
"Toyota: Tacoma V6 Pickup Truck 4-Door Automatic 5-Speed V6 4.0L","6,300.00","2013","23,816"
"Lamborghini: Gallardo 2dr Convertible","163,800.00","2013","4,150"
"Ford: Mustang Shelby GT500","53,000.00","2014","2,751"
"New listing Ford: Flex SE Sport Utility 4-Door","17,999.00","2011","84,032"
"Bentley: Continental GT 2dr Convertible","74,800.00","2007","26,611"
"Chevrolet: Camaro 2dr Coupe SS w/2SS","1,000.00","2016","0"
" Ferrari: 360 Modena Coupe 2-Door ","79,900.00","2003","18,890"
"Ford: F-150","1,325.00","1985","0"
"Ford: F-150 SuperCrew","10,100.00","2013","43,125"
"Other Makes","2,900.00","1964","0"
"Ford: Mustang RIGHT HAND DRIVE","22,301.00","1967","0"
"Chrysler: Prowler Base Convertible 2-Door","37,990.00","2002","4,328"
" BMW: 6-Series Base Convertible 2-Door ","28,900.00","2010","46,831"
"Chevrolet: Corvette Z06","35,100.00","2007","24,200"
"New listing BMW: 3-Series 2 dr","14,750.00","2007","88,996"
"Jaguar: XJS base 2 door","3,550.00","1994","106,283"
"Ford: Deluxe Coupe","32,500.00","1938","49,000"
"Jaguar: S-Type Sport Sedan 4-Door","10,700.00","2003","47,028"
"Chevrolet: Corvette Stingray Z51","56,000.00","2015","13,743"
"Chevrolet: Other Pickups","25,000.00","1966"," "
"Isuzu: VehiCROSS Base Sport Utility 2-Door","38,000.00","2001","7,600"
"BMW: M3 Coupe","12,500.00","2002","110,000"
"Ford: F-150 XL","6,450.00","2003","100,169"
"Chevrolet: Equinox LS Sport Utility 4-Door","1,000.00","2005","110,000"
"Ford: F-150 King Ranch 4x4","35,988.00","2012","58,672"
"Chevrolet: Corvette Z06","15,700.00","2002","38,996"
"Rolls-Royce: Wraith 2dr Coupe","237,000.00","2014","3,980"
"New listing Ford: F-150 XLT","10,491.00","2007","59,137"
"Chevrolet: Corvette Z06","35,000.00","2006","8,900"
"Chevrolet: C-10 BARN FIND CUSTOM","3,650.00","1962","99,999"
"Lexus: GS Base Sedan 4-Door","12,995.00","2006","111,593"
"New listing Chevrolet: Corvette Z06 Hardtop","26,500.00","2003","39,863"
"Mercedes-Benz: 500-Series 2dr Coupe 56","16,500.00","1990","155,000"
"Chevrolet: Lumina Euro Sedan 4-Door","1,800.00","1992","148,000"
"Mercedes-Benz: Other GT S","139,415.00","2016","2,665"
"BMW: 7-Series Sport 4dr Sedan","21,900.00","2008","69,617"
"New listing Ford: Other Tudor","20,000.00","1937","8,700"
"Ford: Other Pickups","14,533.33","1933","200"
"Ford: Other Transit 350","24,900.00","2015","15,792"
"Mitsubishi: Montero Base Sport Utility 2-Door","2,800.00","1987","66,934"
"Chevrolet: C-10 Custom Deluxe","14,500.00","1972","2,400"
"Chevrolet: Impala Super Sport","10,100.00","1962","91,205"
" Cadillac: STS V Sedan 4-Door ","15,995.00","2006","95,755"
"Other Makes","24,900.00","1983","7,641"
"Chevrolet: Camaro 2dr Cpe 2SS","34,999.00","2010","5,600"
"Chevrolet: Corvette","24,100.00","1961","71,000"
"Lamborghini: Gallardo Spyder Convertible 2-Door","119,800.00","2008","16,743"
"Chevrolet: C-10 Silverado","3,650.00","1981","9,999,999"
"Chevrolet: Camaro Convertible","17,700.00","1990","49,690"
" Lexus: IS C Convertible 2-Door ","11,000.00","2012","28,538"
"Chevrolet: Corvette lt1 v8","4,522.00","1995","115,000"
"Ford: Mustang Roush","99,000.00","2013","24,782"
"Mercedes-Benz: CLS-Class Base Sedan 4-Door","44,900.00","2013","33,954"
"Volvo: C70 T5 Convertible 2-Door","9,490.00","2007","80,000"
"New listing Chevrolet: Bel Air/150/210","7,700.00","1956","80,000"
"Ford: F-150 SVT Raptor","56,900.00","2013","9,700"
"Rolls-Royce: Other Base Sedan 4-Door","154,995.00","2012","24,508"
"BMW: Z3 3.0i Convertible 2-Door","10,495.00","2001","77,878"
"Ford: F-150 Reg Cab Flar","13,500.00","2005","68,000"
" Subaru: BRZ Premium Coupe 2-Door ","17,250.00","2013","46,350"
"New listing Chevrolet: Camaro","1,025.00","1977","115,000"
" Mercedes-Benz: CLK-Class Base Convertible 2-Door ","22,990.00","2007","67,753"
"Ford: F-150 XLT","53,133.00","2015","10"
"Ford: Escape XLS Sport Utility 4-Door","1,355.00","2003","152,548"
"Chevrolet: C/K Pickup 1500","6,000.00","1987","70,000"
"Ford: Mustang GT","13,900.00","1966","55,000"
"Mercedes-Benz: CLS-Class Base Sedan 4-Door","37,900.00","2012","46,475"
"Chevrolet: Corvette | Soft Top Convertible, Black Wheels","18,950.00","2008","22,831"
"BMW: 3-Series 340i","54,245.00","2016","0"
"Chevrolet: Tahoe 2WD 4dr LTZ","69,663.00","2016","0"
" Chevrolet: C-10 Fleetside ","1,500.00","1967","134,446"
"Chevrolet: C-10 short bed","14,600.00","1969","0"
"Ford: Mustang","7,000.00","1969","79,000"
"Ford: Mustang Shelby Cobra GT500","33,500.00","2010","44,500"
"Toyota: RAV4 Base Sport Utility 4-Door","455.00","2012","10,087"
"Ford: Other Pickups","3,050.00","1958","89,510"
"Ford: Mustang Mach 1","49,900.00","1970","31,082"
"New listing Toyota: Tacoma extracab","7,350.00","1996","208,000"
"Chevrolet: Corvette CPE 6 SPD","17,718.00","2006","133,567"
"Chevrolet: Cruze 4dr Sedan LTZ","13,321.00","2012","41,622"
"Ford: F-150 lariat","2,950.00","1998","168,526"
"Ford: Mustang GT","39,500.00","1966","48,365"
" Dodge: Ram 2500 Base Extended Cab Pickup 2-Door ","5,990.00","1998","135,985"
"Ford: Mustang Pace Car","12,500.00","1979","12,917"
"Porsche: Cayman Base Hatchback 2-Door","24,500.00","2007","45,122"
"Ferrari: 575 Base Coupe 2-Door","189,900.00","2003","4,851"
"Porsche: Boxster Base Convertible 2-Door","10,000.00","2015","7"
"Ford: Fusion SEL","4,050.00","2008","86,307"
"Chevrolet: Camaro Z28","10,100.00","1972","100,000"
"Chevrolet: Other","11,300.00","1938","99,999"
"Dodge: Ram 2500 Base Extended Cab Pickup 2-Door","3,250.00","1996","220,000"
"Mercedes-Benz: C-Class 4dr Sedan AMG C63 S RWD","85,495.00","2016","0"
"Chevrolet: Corvette Z07 3LZ","100,616.00","2016","23"
"Chevrolet: Corvette Convertible","19,950.00","2004","40,943"
"Ford: Mustang Base","24,300.00","1966","83,209"
"Chevrolet: Corvette 3LT","104,175.00","2016","5"
"Mercedes-Benz: SL-Class SL550","7,600.00","2014","7,622"
"Ford: F-250","3,000.00","2000","228,000"
"BMW: 1-Series 135i","5,100.00","2012","25,159"
"New listing Chevrolet: Corvette Black Leather","15,100.00","2005","30,200"
" BMW: X5 3.0si Sport Utility 4-Door ","14,995.00","2007","108,252"
"New listing  Ford: Mustang CONVERTIBLE SOFT TOP AUTO REAR CAM ","29,980.00","2015","1,045"
"New listing Ford: F-100","12,500.00","1959","1,000"
"Chevrolet: Camaro 2dr Coupe SS w/2SS","1,000.00","2016","0"
"Chevrolet: Chevelle","30,100.00","1968","3,923"
"Ford: F-250 Custom","9,000.00","2004","176,400"
"BMW: M3 Base Convertible 2-Door","15,990.00","2005","89,298"
"Chevrolet: C-10","16,900.00","1971","85,000"
"Chevrolet: Corvette T-Top","28,990.00","1971","20,897"
"Chevrolet: Camaro Z28 SS Convertible","7,600.00","2002","13,641"
"New listing Chevrolet: Camaro SS","11,400.00","1967","0"
"New listing Chevrolet: Corvette 2dr Stingray Z51 Coupe w/2LT","1,000.00","2016","0"
"New listing Chevrolet: Corvette 2dr Stingray Z51 Coupe w/2LT","1,000.00","2016","0"
"Chevrolet: S-10","2,325.00","2001","126,165"
"New listing Ford: Mustang LX","35,000.00","1990","0"
"Saab: 9-3 2.0T Convertible 2-Door","2,750.00","2006","111,300"
"New listing Ford: Mustang Cobra","15,500.00","1994","26,200"
" Ford: F-150 CREW 4X4 REGENCY MOAB 5.0L V8 ","51,980.00","2015","472"
"Chevrolet: Corvette Indianapolis 500 Pace Car Convertible 2-Door","11,900.00","1986","25,042"
"Ford: 3 Window Coupe","38,500.00","1934","68,500"
"Ford: Escort ZX2","1,200.00","1998","192,900"
"New listing Porsche: 911 Carrera 4S","25,000.00","2004","60,703"
"Chevrolet: Camaro convertible","3,500.00","1989","150,000"
"Ford: F-150 Flareside","22,500.00","1984","200,000"
"Ford: Mustang GT Custom","25,777.00","2013","48,245"
"Chevrolet: Chevelle SS","35,000.00","1968","65,000"
"Chevrolet: Corvette 2dr Z06 Coupe w/2LZ","1,000.00","2016","0"
"Toyota: Matrix Base Wagon 4-Door","5,200.00","2007","113,969"
" Ford: Excursion 140k DIESEL 4x4 ","23,480.00","2002","140,400"
"Ford: F-150 XLT","13,250.00","2006","76,150"
"BMW: M5 4dr Sedan","34,900.00","2010","60,199"
"Chevrolet: Camaro SS","13,000.00","2000","63,457"
"Jeep: Wrangler X Sport Utility 2-Door","16,950.00","2005","85,841"
"Ford: F-100 Original","3,500.00","1957","100,000"
" Chevrolet: Corvette Sting Ray ","35,650.00","1967","79,100"
"Ferrari: FF Base Hatchback 2-Door","259,998.00","2015","5,297"
" Lincoln: MKS Base Sedan 4-Door ","6,600.00","2011","60,214"
"Ford: F-100 Ranger","3,950.00","1973","89,389"
"Mercedes-Benz: 300-Series DT","250.00","1985","281,712"
"Chevrolet: Camaro IROC Z","5,600.00","1988","22,000"
"Ford: F-150 XLT LIFTED 4x4 Truck","6,300.00","2013","27,578"
"Chevrolet: Corvette Z06","29,300.00","2008","38,100"
"BMW: 3-Series 328i","3,350.00","2012","15,426"
"Chevrolet: Corvette BLACK","14,500.00","1981","71,823"
"Ford: F-150 FX4 4x4","23,100.00","2013","34,205"
" Chevrolet: Corvette Z06 ","96,278.68","2016","9"
" Audi: R8 Base Coupe 2-Door ","77,999.00","2009","32,999"
"Chevrolet: El Camino Base Standard Cab Pickup 2-Door","6,995.00","1983","46,112"
"Chevrolet: Malibu 4dr Sedan LT w/2LT","30,579.00","2016","0"
"Chevrolet: Camaro 2LT","16,500.00","2010","60,000"
"Ford: Mustang Shelby Cobra GT500","33,500.00","2010","44,500"
"Chevrolet: Corvette Stingray","29,500.00","1969","71,531"
"Chevrolet: Corvette Z51","50,000.00","2016","5"
"Ford: Mustang Mach 1","49,900.00","1970","31,082"
"Chevrolet: Corvette 2dr Z06 Convertible w/3LZ","1,000.00","2016","0"
"Ford: F-150 SVT Raptor Crew Cab Pickup 4-Door","52,000.00","2013","25,000"
"Chevrolet: Corvette 2LT","62,172.00","2016","10"
"Ford: Mustang GT","39,500.00","1966","48,365"
"BMW: M6 2dr Coupe","33,900.00","2006","26,456"
"Infiniti: FX Base Sport Utility 4-Door","8,999.00","2005","144,147"
"Ford: F-150 RANGER","8,500.00","1978","159,822"
" Chevrolet: Corvette CORVETTE ","8,400.00","1977","94,767"
"Ford: Mustang Pace Car","12,500.00","1979","12,917"
"Chevrolet: Fleetline","10,100.00","1949","2,848"
"Chevrolet: Corvette 3LT","44,600.00","2014","18,383"
"BMW: i8 Base Coupe 2-Door","125,495.00","2015","12"
"Chevrolet: Bel Air/150/210","5,900.00","1953","81,982"
"New listing Chevrolet: Corvette 6-Speed","18,991.00","2005","92,903"
"Chevrolet: Corvette CALLAWAY","29,995.00","1988","29,350"
"New listing  BMW: 1-Series Convertible 2-Door ","18,850.00","2011","54,057"
"BMW: M Roadster & Coupe Roadster","24,000.00","2006","55,000"
"New listing Pontiac: Firebird 2-Door Convertible","200.00","2001","154,900"
"New listing Ford: E-Series Van XLT Extended Cargo Van 2-Door","15,000.00","2006","14,200"
"Buick: Skylark 2-Door","2,550.00","1970","143,812"
"New listing Chevrolet: Camaro LT w/2LT","10,000.00","2015","6"
"Ford: Mustang Base","24,300.00","1966","83,209"
"Chevrolet: Corvette CROSS FIRE INJECTION","1,225.00","1984","124,000"
"BMW: Z4 M","19,900.00","2006","85,234"
"Ford: F-100 Custom Cab","12,500.00","1955","43,150"
"Chevrolet: Corvette","27,300.00","1954","12,345"
"Ford: F-550 XLT","23,990.00","2008","109,600"
